Date    ,Time    ,Latitude  ,Longitude ,Head,Km/h,Alt-m  ,Lock,  ,Temp C,Pa    ,
11/27/35,21:23:42,+047.00221,-120.54023,0072,0000,+000503,0003,  ,+003.4,097115,
11/27/35,21:23:48,+047.00221,-120.54023,0072,0000,+000503,0003,  ,+003.4,097109,
11/27/35,21:23:54,+047.00221,-120.54023,0072,0000,+000503,0003,  ,+003.4,097105,
11/27/35,21:24:00,+047.00221,-120.54023,0072,0000,+000503,0003,  ,+003.4,097106,
11/27/35,21:24:06,+047.00221,-120.54023,0072,0000,+000503,0003,  ,+003.4,097112,
11/27/35,21:24:12,+047.00221,-120.54023,0072,0000,+000503,0003,  ,+003.3,097109,
11/27/35,21:24:18,+047.00221,-120.54023,0072,0000,+000503,0003,  ,+003.3,097110,
11/27/35,21:24:24,+047.00221,-120.54023,0072,0000,+000503,0003,  ,+003.3,097107,
11/27/35,21:24:30,+047.00221,-120.54023,0072,0000,+000503,0003,  ,+003.3,097105,
11/27/35,21:24:36,+047.00222,-120.54023,0072,0000,+000503,0003,  ,+003.4,097114,
11/27/35,21:24:42,+047.00222,-120.54023,0072,0000,+000503,0003,  ,+003.4,097103,
11/27/35,21:24:48,+047.00222,-120.54023,0072,0000,+000503,0003,  ,+003.4,097117,
11/27/35,21:24:54,+047.00221,-120.54023,0072,0000,+000503,0003,  ,+003.4,097112,
11/27/35,21:25:00,+047.00220,-120.54023,0072,0000,+000502,0003,  ,+003.4,097102,
11/27/35,21:25:06,+047.00220,-120.54023,0072,0000,+000502,0003,  ,+003.5,097106,
11/27/35,21:25:12,+047.00220,-120.54023,0072,0000,+000502,0003,  ,+003.5,097114,
11/27/35,21:25:18,+047.00220,-120.54024,0072,0000,+000502,0003,  ,+003.5,097111,
11/27/35,21:25:24,+047.00220,-120.54024,0072,0000,+000502,0003,  ,+003.5,097107,
11/27/35,21:25:30,+047.00220,-120.54024,0072,0000,+000502,0003,  ,+003.5,097102,
11/27/35,21:25:36,+047.00221,-120.54024,0072,0000,+000501,0003,  ,+003.5,097111,
11/27/35,21:25:42,+047.00221,-120.54024,0072,0000,+000501,0003,  ,+003.5,097111,
11/27/35,21:25:48,+047.00221,-120.54024,0072,0000,+000501,0003,  ,+003.5,097109,
